tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	8451	0	live	CUL4A		cullin 4A	cullin-4A|CUL-4A	13q34	13	NC_000013.11	113208193	113267108	plus	24	603137	
9606	Homo sapiens	406948	0	live	MIR15A	MIRN15A, hsa-mir-15a, miRNA15A, mir-15a	microRNA 15a		13q14.2	13	NC_000013.11	50049119	50049201	minus	1	609703	
9606	Homo sapiens	171023	0	live	ASXL1	BOPS, MDS	ASXL transcriptional regulator 1	polycomb group protein ASXL1|additional sex combs like 1, transcriptional regulator|additional sex combs like transcriptional regulator 1|putative Polycomb group protein ASXL1	20q11.21	20	NC_000020.11	32358331	32439319	plus	17	612990	
9606	Homo sapiens	2810	0	live	SFN	YWHAS	stratifin	14-3-3 protein sigma|epithelial cell marker protein 1	1p36.11	1	NC_000001.11	26863149	26864456	plus	1	601290	
9606	Homo sapiens	1655	0	live	DDX5	G17P1, HLR1, HUMP68, p68	DEAD-box helicase 5	probable ATP-dependent RNA helicase DDX5|ATP-dependent RNA helicase DDX5|DEAD (Asp-Glu-Ala-Asp) box helicase 5|DEAD (Asp-Glu-Ala-Asp) box polypeptide 5|DEAD box protein 5|DEAD box-5|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 5 (RNA helicase, 68kD)|RNA helicase p68	17q23.3	17	NC_000017.11	64498254	64506866	minus	16	180630	
9606	Homo sapiens	6418	0	live	SET	2PP2A, I2PP2A, IGAAD, IPP2A2, MRD58, PHAPII, TAF-I, TAF-IBETA	SET nuclear proto-oncogene	protein SET|HLA-DR-associated protein II|SET nuclear oncogene|SET translocation (myeloid leukemia-associated)|Template-Activating Factor-I, chromatin remodelling factor|chromatin remodelling factor|inhibitor of granzyme A-activated DNase|inhibitor-2 of protein phosphatase-2A|phosphatase 2A inhibitor I2PP2A|protein phosphatase type 2A inhibitor	9q34.11	9	NC_000009.12	128683424	128696396	plus	12	600960	
9606	Homo sapiens	995	0	live	CDC25C	CDC25, PPP1R60	cell division cycle 25C	M-phase inducer phosphatase 3|CDC25 homolog C|dual specificity phosphatase CDC25C|mitosis inducer CDC25|phosphotyrosine phosphatase|protein phosphatase 1, regulatory subunit 60	5q31.2	5	NC_000005.10	138285265	138338355	minus	15	157680	
9606	Homo sapiens	25942	0	live	SIN3A	CHR15DELq24, DEL15Q24, WITKOS	SIN3 transcription regulator family member A	paired amphipathic helix protein Sin3a|SIN3 homolog A, transcription regulator|histone deacetylase complex subunit Sin3a|transcriptional co-repressor Sin3A|transcriptional corepressor Sin3a|transcriptional regulator, SIN3A	15q24.2	15	NC_000015.10	75369379	75455815	minus	30	607776	
9606	Homo sapiens	4487	0	live	MSX1	ECTD3, HOX7, HYD1, STHAG1	msh homeobox 1	homeobox protein MSX-1|homeobox 7|homeobox protein Hox-7|msh homeo box 1|msh homeobox 1-like protein|msh homeobox homolog 1	4p16.2	4	NC_000004.12	4859665	4863936	plus	2	142983	
9606	Homo sapiens	28996	0	live	HIPK2	PRO0593	homeodomain interacting protein kinase 2	homeodomain-interacting protein kinase 2|hHIPk2	7q34	7	NC_000007.14	139561570	139777998	minus	19	606868	
9606	Homo sapiens	10075	0	live	HUWE1	ARF-BP1, HECTH9, HSPC272, Ib772, LASU1, MRXST, MULE, URE-B1, UREB1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase HUWE1|ARF-binding protein 1|BJ-HCC-24 tumor antigen|HECT domain protein LASU1|HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase|HECT-type E3 ubiquitin transferase HUWE1|Mcl-1 ubiquitin ligase E3|URE-binding protein 1|homologous to E6AP carboxyl terminus homologous protein 9|large structure of UREB1|upstream regulatory element-binding protein 1	Xp11.22	X	NC_000023.11	53532096	53686719	minus	87	300697	
9606	Homo sapiens	6241	0	live	RRM2	C2orf48, R2, RR2, RR2M	ribonucleotide reductase regulatory subunit M2	ribonucleoside-diphosphate reductase subunit M2|ribonucleotide reductase M2 polypeptide|ribonucleotide reductase small chain|ribonucleotide reductase small subunit|uncharacterized protein C2orf48	2p25.1	2	NC_000002.12	10122568	10211010	plus	14	180390	
9606	Homo sapiens	10498	0	live	CARM1	PRMT4	coactivator associated arginine methyltransferase 1	histone-arginine methyltransferase CARM1|protein arginine N-methyltransferase 4	19p13.2	19	NC_000019.10	10871553	10923075	plus	18	603934	
10116	Rattus norvegicus	498176	0	live	Bri3bp		Bri3 binding protein	BRI3-binding protein	12q14	12	NC_051347.1	31176742	31188563	minus	3		
9606	Homo sapiens	8554	0	live	PIAS1	DDXBP1, GBP, GU/RH-II, ZMIZ3	protein inhibitor of activated STAT 1	E3 SUMO-protein ligase PIAS1|AR interacting protein|DEAD/H (Asp-Glu-Ala-Asp/His) box binding protein 1|DEAD/H box-binding protein 1|E3 SUMO-protein transferase PIAS1|RNA helicase II-binding protein|gu-binding protein|protein inhibitor of activated STAT protein 1|zinc finger, MIZ-type containing 3	15q23	15	NC_000015.10	68054315	68193847	plus	17	603566	
9606	Homo sapiens	9656	0	live	MDC1	NFBD1	mediator of DNA damage checkpoint 1	mediator of DNA damage checkpoint protein 1|homologue to Drosophila photoreceptor protein calphotin|nuclear factor with BRCT domains 1	6p21.33	6	NC_000006.12	30699807	30717281	minus	17	607593	
7955	Danio rerio	327046	0	live	bri3bp	fa20c12, wu:fa20c12	bri3 binding protein	BRI3-binding protein		5	NC_007116.7	18904968	18911114	minus	3		
7955	Danio rerio	555790	0	live	si:dkey-9i23.15		si:dkey-9i23.15	transmembrane protein 109		1	NC_007112.7	44925422	44928987	minus	3		
9606	Homo sapiens	2071	0	live	ERCC3	BTF2, GTF2H, RAD25, Ssl2, TFIIH, TTD2, XPB	ERCC excision repair 3, TFIIH core complex helicase subunit	general transcription and DNA repair factor IIH helicase subunit XPB|BTF2 p89|DNA excision repair protein ERCC-3|DNA repair helicase|DNA repair protein complementing XP-B cells|TFIIH 89 kDa subunit|TFIIH basal transcription factor complex 89 kDa subunit|TFIIH basal transcription factor complex helicase XPB subunit|TFIIH p89|TFIIH subunit XPB|basic transcription factor 2 89 kDa subunit|excision repair cross-complementation group 3|excision repair cross-complementing rodent repair deficiency, complementation group 3|xeroderma pigmentosum group B-complementing protein|xeroderma pigmentosum, complementation group B	2q14.3	2	NC_000002.12	127257290	127294144	minus	15	133510	
9606	Homo sapiens	1454	0	live	CSNK1E	CKIe, CKIepsilon, HCKIE	casein kinase 1 epsilon	casein kinase I isoform epsilon	22q13.1	22	NC_000022.11	38290691	38318084	minus	12	600863	
9031	Gallus gallus	416812	0	live	BRI3BP	BNAS1	BRI3 binding protein	BRI3-binding protein|BASH/BLNK N-terminal associated protein 1		15	NC_052546.1	4506844	4509230	plus	3		
9913	Bos taurus	540138	0	live	TMEM109		transmembrane protein 109	voltage-gated monoatomic cation channel TMEM109		29	NC_037356.1	37252089	37260870	plus	4		
8364	Xenopus tropicalis	549843	0	live	bri3bp	bnas1, hccr-2, kg19	BRI3 binding protein	BRI3-binding protein		1	NC_030677.2	160066071	160078025	minus	3		
9544	Macaca mulatta	713069	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		11	NC_041764.1	124905878	124944753	plus	3		
7868	Callorhinchus milii	103184275	0	live	bri3bp		bri3 binding protein	BRI3-binding protein|BRI3-binding protein-like protein		Un	NW_024704749.1	8333033	8337689	minus	3		
10036	Mesocricetus auratus	101843345	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		Un	NW_024429206.1	16230577	16245785	plus	4		
59729	Taeniopygia guttata	100190448	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein|putative BRI3 binding protein		15	NC_044227.2	12212832	12219814	minus	5		
260615	Mauremys reevesii	120386103	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		18	NC_052640.1	9281341	9286460	minus	3		
51338	Castor canadensis	109694323	0	live	Tmem109		transmembrane protein 109	transmembrane protein 109		Un	NW_017871482.1	260480	270446	plus	4		
89462	Bubalus bubalis	102408438	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		5	NC_059161.1	117913610	117922194	plus	4		
52904	Scophthalmus maximus	118313837	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		19	NC_061533.1	12016962	12023004	plus	3		
52904	Scophthalmus maximus	118312463	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		8	NC_061522.1	23311710	23316288	minus	3		
1026970	Nannospalax galili	103739008	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		Un	NW_008343207.1	535894	566728	minus	3		
72004	Bos mutus	102277225	0	live	TMEM109	M91_18533	transmembrane protein 109	transmembrane protein 109		Un	NW_005394635.1	217192	226141	minus	4		
10181	Heterocephalus glaber	101720458	0	live	Tmem109	GW7_01738	transmembrane protein 109	transmembrane protein 109		Un	NW_004624926.1	278602	285772	plus	4		
8030	Salmo salar	100380548	0	live	bri3bp	bri3b	bri3 binding protein	BRI3-binding protein		ssa24	NC_059465.1	39645103	39653685	plus	3		
9544	Macaca mulatta	695517	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		14	NC_041767.1	13311302	13321094	minus	4		
34816	Morone saxatilis	118338266	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_023339984.1	14911118	14913805	plus	3		
1415580	Microcaecilia unicolor	115479737	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		11	NC_044041.1	43277356	43289029	plus	3		
30732	Oryzias melastigma	112148418	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		LG9	NC_050520.1	17666278	17670277	plus	3		
8019	Oncorhynchus kisutch	109900371	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		LG12	NC_034185.2	51473062	51475297	minus	3		
8019	Oncorhynchus kisutch	109875098	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		LG3	NC_034176.2	8896238	8906142	minus	3		
9483	Callithrix jacchus	100405899	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		11	NC_071452.1	114710330	114726354	plus	4		
9483	Callithrix jacchus	100390770	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		9	NC_071450.1	124637011	124672753	plus	3		
59861	Coregonus clupeaformis	121584364	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		16	NC_059207.1	8356709	8361007	plus	3		
59861	Coregonus clupeaformis	121535772	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		21	NC_059212.1	58063824	58065769	plus	3		
8168	Perca fluviatilis	120560855	0	live	bri3bp	PFLUV_G00071100	bri3 binding protein	BRI3-binding protein		6	NC_053117.1	20492094	20497896	minus	3		
8049	Gadus morhua	115545256	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		6	NC_044053.1	9133951	9138230	plus	3		
8022	Oncorhynchus mykiss	110534445	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		10	NC_048574.1	61799703	61803044	minus	3		
8022	Oncorhynchus mykiss	110525230	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		6	NC_048570.1	8877792	8885153	minus	3		
194408	Rhinatrema bivittatum	115100893	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		11	NC_042625.1	38077730	38095786	plus	3		
194408	Rhinatrema bivittatum	115074823	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		13	NC_042627.1	4298920	4319381	plus	6		
41447	Seriola dumerili	111230807	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_019174545.1	831149	838828	minus	3		
41447	Seriola dumerili	111230492	0	live	tmem109		transmembrane protein 109	uncharacterized protein LOC111230492		Un	NW_019174522.1	2592838	2619305	minus	3		
68294	Corvus kubaryi	121667866	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_024581124.1	6645666	6651895	minus	4		
494514	Vulpes lagopus	121471755	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		11	NC_054834.1	79031677	79039832	minus	4		
221976	Pyrgilauda ruficollis	121364878	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_024531043.1	12165841	12173111	minus	3		
8869	Cygnus olor	121079627	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		17	NC_049185.1	11341372	11347411	plus	3		
43150	Hirundo rustica	120760548	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		17	NC_053466.1	1702922	1709751	plus	4		
8168	Perca fluviatilis	120565500	0	live	tmem109	PFLUV_G00013600	transmembrane protein 109	transmembrane protein 109		1	NC_053112.1	41565145	41570453	minus	3		
55291	Polypterus senegalus	120540639	0	live	bri3bp	GTO96_0005429	bri3 binding protein	BRI3-binding protein|BRI3B protein		12	NC_053165.1	57941855	57950359	plus	3		
9160	Passer montanus	120509606	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_024370263.1	7091046	7095689	minus	3		
90988	Pimephales promelas	120470184	0	live	bri3bp	F2P79_006479	bri3 binding protein	BRI3-binding protein		Un	NW_024121876.1	6076176	6080858	minus	3		
88082	Crotalus tigris	120314330	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_024097260.1	828532	837559	minus	3		
88082	Crotalus tigris	120308326	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_024096711.1	982900	995368	plus	4		
95912	Hyaena hyaena	120242503	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_024080632.1	1469131	1488116	minus	3		
8040	Salvelinus namaycush	120051988	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		8	NC_052314.1	57370785	57372991	minus	3		
8040	Salvelinus namaycush	120037779	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		1	NC_052307.1	6335936	6343752	plus	3		
7830	Scyliorhinus canicula	119962317	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		1	NC_052146.1	48073243	48103284	minus	3		
9261	Tachyglossus aculeatus	119943481	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		22	NC_052087.1	35148371	35159581	plus	4		
9261	Tachyglossus aculeatus	119942086	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		21	NC_052086.1	27895155	27921571	plus	5		
27706	Micropterus salmoides	119891351	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_024044459.1	23825244	23832333	plus	3		
27794	Dermochelys coriacea	119843779	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		15	NC_050082.1	23387319	23396616	plus	3		
1047088	Arvicola amphibius	119824991	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		10	NC_052056.1	83503852	83518497	plus	3		
1047088	Arvicola amphibius	119821270	0	live	Tmem109		transmembrane protein 109	transmembrane protein 109		1	NC_052047.1	153449403	153461527	minus	4		
77115	Cyprinodon tularosa	119797391	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_024039320.1	331161	336680	minus	3		
1094192	Motacilla alba alba	119707521	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		15	NC_052030.1	12255586	12263625	minus	4		
27675	Choloepus didactylus	119535979	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		6	NC_051312.1	14487196	14495227	minus	4		
27675	Choloepus didactylus	119519178	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		23	NC_051329.1	6592626	6615207	minus	3		
451745	Nematolebias whitei	119413328	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		8	NC_056505.1	19056728	19060913	plus	3		
50954	Talpa occidentalis	119245071	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_023601433.1	88573784	88594435	plus	3		
134920	Pungitius pungitius	119225301	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_023616467.1	517797	522133	minus	3		
120794	Falco rusticolus	119142423	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		1	NC_051187.1	29814903	29821351	plus	3		
161584	Syngnathus acus	119127653	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		9	NC_051094.1	2714188	2717297	minus	3		
8177	Acanthopagrus latus	119019299	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		5	NC_051043.1	26460213	26466530	plus	3		
192404	Sturnira hondurensis	118991004	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_023513819.1	2105285	2119041	minus	3		
9771	Balaenoptera musculus	118906961	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		14	NC_045798.1	5668369	5686210	minus	3		
9337	Trichosurus vulpecula	118845879	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		1	NC_050573.1	39726848	39741317	plus	3		
42526	Colossoma macropomum	118827747	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_023494806.1	1851337	1861178	plus	3		
42526	Colossoma macropomum	118810892	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		Un	NW_023494791.1	38397664	38400542	minus	3		
118141	Megalops cyprinoides	118776642	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		4	NC_050586.1	22816588	22818487	plus	3		
118141	Megalops cyprinoides	118769946	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		22	NC_050604.1	26199758	26201933	plus	3		
84834	Molothrus ater	118693164	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		18	NC_050495.2	1838151	1845222	plus	4		
27622	Molossus molossus	118640283	0	live	BRI3BP	HJG59_001577	BRI3 binding protein	BRI3-binding protein		Un	NW_023425358.1	36556262	36573624	plus	3		
27622	Molossus molossus	118628037	0	live	TMEM109	HJG59_018270	transmembrane protein 109	transmembrane protein 109		Un	NW_023425348.1	87408482	87416200	plus	4		
38674	Onychomys torridus	118595223	0	live	Tmem109		transmembrane protein 109	transmembrane protein 109		1	NC_050443.1	129686327	129698388	minus	4		
38674	Onychomys torridus	118572357	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		22	NC_050464.1	27622908	27637131	minus	3		
9711	Halichoerus grypus	118547271	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_023399760.1	1444945	1452551	plus	4		
8018	Oncorhynchus keta	118395457	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		16	NC_068436.1	7955165	7958553	minus	3		
8018	Oncorhynchus keta	118392847	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		14	NC_068434.1	10485680	10492366	minus	3		
34816	Morone saxatilis	118326470	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		Un	NW_023339729.1	87471	91090	minus	3		
8868	Cygnus atratus	118244313	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		5	NC_066366.1	35717062	35719064	minus	4		
7936	Anguilla anguilla	118226986	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		5	NC_049205.1	64654936	64657405	plus	3		
7936	Anguilla anguilla	118206155	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		10	NC_049210.1	519070	526043	minus	3		
8884	Oxyura jamaicensis	118175105	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		15	NC_048907.1	15079554	15084263	plus	3		
8884	Oxyura jamaicensis	118167782	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		5	NC_048897.1	28702366	28704291	plus	4		
195615	Hippoglossus stenolepis	118121100	0	live	tmem109	HST_G00009870	transmembrane protein 109	transmembrane protein 109		2	NC_061484.1	2079107	2085222	minus	3		
8524	Zootoca vivipara	118076443	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		17	NC_083292.1	1867009	1879914	plus	3		
9715	Mirounga leonina	118018374	0	live	BRI3BP	GH733_005134	BRI3 binding protein	BRI3-binding protein		Un	NW_023270436.1	5046230	5075356	minus	3		
9715	Mirounga leonina	118015903	0	live	TMEM109	GH733_007501	transmembrane protein 109	transmembrane protein 109		Un	NW_023270418.1	27942397	27950383	plus	4		
417921	Etheostoma cragini	117944995	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		5	NC_048411.1	11482659	11487945	plus	3		
417921	Etheostoma cragini	117937162	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		2	NC_048408.1	834302	835741	minus	3		
8267	Hippoglossus hippoglossus	117768239	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		9	NC_047159.1	12415651	12420428	plus	4		
8103	Cyclopterus lumpus	117736945	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		1	NC_046966.1	3063455	3067282	plus	3		
8103	Cyclopterus lumpus	117736395	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		9	NC_046974.1	17027016	17032330	plus	3		
61156	Arvicanthis niloticus	117697647	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		Un	NW_023044994.1	16041390	16054299	plus	3		
61156	Arvicanthis niloticus	117697041	0	live	Tmem109		transmembrane protein 109	transmembrane protein 109		1	NC_047658.1	119161554	119174388	minus	4		
94885	Pantherophis guttatus	117676075	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_026844099.1	18409446	18413764	minus	1		
8218	Gymnodraco acuticeps	117551564	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		Un	NW_022990391.1	1895609	1900768	minus	4		
8218	Gymnodraco acuticeps	117543947	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_022989985.1	175951	181087	plus	3		
390379	Thalassophryne amazonica	117525688	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		15	NC_047117.1	74329177	74337291	plus	3		
390379	Thalassophryne amazonica	117510620	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		5	NC_047107.1	60060730	60075509	minus	3		
40690	Trematomus bernacchii	117474883	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		Un	NW_022988082.1	785603	790507	minus	5		
40690	Trematomus bernacchii	117472752	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_022988043.1	5689511	5694506	minus	3		
52239	Pseudochaenichthys georgianus	117452048	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		9	NC_047511.1	29610054	29615161	plus	3		
409849	Periophthalmus magnuspinnatus	117376478	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		9	NC_047134.1	2113095	2122338	plus	3		
260995	Geotrypetes seraphini	117365254	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		8	NC_047091.1	149996253	150012881	minus	3		
260995	Geotrypetes seraphini	117348241	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		14	NC_047097.1	62618620	62637572	minus	5		
310571	Epinephelus lanceolatus	117255197	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		6	NC_046996.1	14731517	14735945	minus	3		
310571	Epinephelus lanceolatus	117252768	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		4	NC_046994.1	22504570	22512314	plus	3		
54180	Trachypithecus francoisi	117089194	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_022681456.1	8131547	8170883	minus	3		
54180	Trachypithecus francoisi	117081020	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_022681473.1	12995492	13005554	minus	4		
80427	Lacerta agilis	117061511	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		17	NC_046328.1	2085574	2096329	plus	3		
91951	Catharus ustulatus	117004807	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		18	NC_046238.1	1702912	1709342	plus	4		
91951	Catharus ustulatus	116997801	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		6	NC_046226.1	54721553	54723169	minus	3		
386614	Amblyraja radiata	116987283	0	live	bri3bp		BRI3 binding protein	BRI3-binding protein		25	NC_045980.1	12238179	12245377	plus	3		
10117	Rattus rattus	116890971	0	live	Tmem109		transmembrane protein 109	transmembrane protein 109		2	NC_046155.1	10350302	10360925	minus	4		
10117	Rattus rattus	116885321	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		16	NC_046169.1	28460214	28472087	minus	3		
76717	Lontra canadensis	116880259	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_022631060.1	1554707	1561919	plus	4		
106734	Chelonoidis abingdonii	116831305	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_022643021.1	157392	162697	minus	3		
296741	Chiroxiphia lanceolata	116795615	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		18	NC_045654.1	10295364	10301574	minus	3		
42100	Phocoena sinus	116739140	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		14	NC_045776.1	84412740	84432555	plus	3		
8084	Xiphophorus hellerii	116729748	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		12	NC_045683.1	15610690	15618655	plus	3		
54343	Etheostoma spectabile	116695594	0	live	tmem109	FQN60_011580	transmembrane protein 109	uncharacterized protein LOC116695594		2	NC_045734.1	2354723	2359306	plus	3		
54343	Etheostoma spectabile	116689830	0	live	bri3bp	FQN60_017642	bri3 binding protein	BRI3-binding protein		5	NC_045737.1	6682769	6687598	plus	3		
9720	Phoca vitulina	116648996	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_022589749.1	11538684	11563544	plus	3		
9720	Phoca vitulina	116638396	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_022589719.1	28206125	28213644	plus	4		
9515	Sapajus apella	116554950	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_022436954.1	10345141	10361146	minus	4		
9515	Sapajus apella	116527146	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_022436942.1	83258153	83289227	plus	3		
35005	Thamnophis elegans	116517086	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		13	NC_045553.1	14261913	14270949	plus	3		
219594	Aythya fuligula	116496058	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		17	NC_045575.1	15351580	15354237	plus	3		
81572	Hylobates moloch	116477706	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_026652287.1	7578938	7613246	minus	3		
1196302	Corvus moneduloides	116452934	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		18	NC_045493.1	12912816	12919222	minus	4		
433405	Anarrhichthys ocellatus	116399289	0	live	tmem109		transmembrane protein 109	uncharacterized protein LOC116399289		Un	NW_022280137.1	910959	914703	minus	3		
433405	Anarrhichthys ocellatus	116388656	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		Un	NW_022280047.1	6210413	6214360	plus	3		
47969	Oreochromis aureus	116326956	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		6	NC_052947.1	4180262	4183358	plus	3		
47969	Oreochromis aureus	116311876	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		12	NC_052953.1	18383201	18389762	plus	3		
9054	Phasianus colchicus	116228654	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		Un	NW_022205367.1	8202890	8208688	minus	3		
35658	Mastomys coucha	116068451	0	live	Bri3bp		BRI3 binding protein	BRI3-binding protein		Un	NW_022196905.1	119189171	119192892	plus	2		
283035	Sander lucioperca	116056743	0	live	bri3bp		bri3 binding protein	BRI3-binding protein		2	NC_050174.1	12430428	12436309	plus	4		
283035	Sander lucioperca	116045767	0	live	tmem109		transmembrane protein 109	transmembrane protein 109		4	NC_050176.1	491122	497694	plus	3		
48883	Geospiza fortis	115948496	0	live	TMEM109		transmembrane protein 109	transmembrane protein 109		Un	NW_005054416.1	2456119	2457686	minus	3		
87175	Camarhynchus parvulus	115909640	0	live	BRI3BP		BRI3 binding protein	LOW QUALITY PROTEIN: BRI3-binding protein		15	NC_044585.1	12414017	12420763	minus	3		
9731	Globicephala melas	115855181	0	live	BRI3BP		BRI3 binding protein	BRI3-binding protein		13	NC_083326.1	84542480	84564036	plus	3		
